name_lower,name,smiles
pd173955,PD173955,CSC1=CC=CC(NC2=NC=C3C=C(C(=O)N(C)C3=N2)C2=C(Cl)C=CC=C2Cl)=C1
"6-(2,6-dichlorophenyl)-8-methyl-2-{[3-(methylthio)phenyl]amino}pyrido[2,3-d]pyrimidin-7(8h)-one",PD173955,CSC1=CC=CC(NC2=NC=C3C=C(C(=O)N(C)C3=N2)C2=C(Cl)C=CC=C2Cl)=C1
peldesine,Peldesine,NC1=NC(=O)C2=C(N1)C(CC1=CN=CC=C1)=CN2
"2-amino-3,5-dihydro-7-(3-pyridylmethyl)-4h-pyrrolo(3,2-d)pyrimidin-4-one",Peldesine,NC1=NC(=O)C2=C(N1)C(CC1=CN=CC=C1)=CN2
"2',3'-dehydro-2',3'-deoxy-thymidine 5'-diphosphate","2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O
pd150606,PD150606,[H][C@](S)(CC1=CC=C(I)C=C1)C(O)=O
6-oxo-l-norleucine,Allysine,[H]C(=O)CCC[C@H](N)C(O)=O
l-allysine,Allysine,[H]C(=O)CCC[C@H](N)C(O)=O
allysine,Allysine,[H]C(=O)CCC[C@H](N)C(O)=O
2-amino-6-oxo-hexanoic acid,Allysine,[H]C(=O)CCC[C@H](N)C(O)=O
2-aminoadipate semialdehyde,Allysine,[H]C(=O)CCC[C@H](N)C(O)=O
2-amino-5-formylvaleric acid,Allysine,[H]C(=O)CCC[C@H](N)C(O)=O
"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane","1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",NC(CO\C(O)=N\CCCOCCOCCOCCCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(OC4OC(CO)C(O)C(O)C4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O)CO\C(O)=N\CCCOCCOCCOCCCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O
"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate","2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",[H]N([H])C1=NC(=O)N(C=C1)[C@H]1C[C@H](OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](CO)O1
bv2,BV2,NC(COC(=O)NCCCN1CCN(CCCNC(=O)C2=CC(=CC(OC3OC(CO)C(O)C(O)C3O)=C2)[N+]([O-])=O)CC1)COC(=O)NCCCN1CCN(CCCNC(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1
f-loop of vitamin b12,F-Loop of Vitamin B12,C[C@H](O)C[NH3+]
mesoheme,Mesoheme,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5N6C(=CC7=C(C=C)C(C)=C8C=C1N2[Fe++]6(N34)N78)C(C)=C5C=C
glycyl-l-alpha-amino-epsilon-pimelyl-d-alanyl-d-alanine,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,[H]N([H])CC(=O)N([H])[C@@H](CCCCC(=O)N([H])[C@H](C)C(=O)N([H])[C@H](C)C(O)=O)C(O)=O
n-[(6s)-6-carboxy-6-(glycylamino)hexanoyl]-d-alanyl-d-alanine,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,[H]N([H])CC(=O)N([H])[C@@H](CCCCC(=O)N([H])[C@H](C)C(=O)N([H])[C@H](C)C(O)=O)C(O)=O
propenoic acid,Acrylic Acid,OC(=O)C=C
acrylic acid,Acrylic Acid,OC(=O)C=C
ethylenecarboxylic acid,Acrylic Acid,OC(=O)C=C
vinylformic acid,Acrylic Acid,OC(=O)C=C
propenoate,Acrylic Acid,OC(=O)C=C
acroleic acid,Acrylic Acid,OC(=O)C=C
acrylate,Acrylic Acid,OC(=O)C=C
2-propenoic acid,Acrylic Acid,OC(=O)C=C
pentaethyleneglycol dimethyl ether,Pentaglyme,COCCOCCOCCOCCOCCOC
pentaglyme,Pentaglyme,COCCOCCOCCOCCOCCOC
"n(2)-carbamimidoyl-n-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1h-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-d-leucinamide","N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",CC(C)C[C@@H](NC(N)=N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=CC=C(OCC2=CC=C(O2)C(O)=O)C(Cl)=C1Cl
(6z)-6-{[(1z)-1-{[(1r)-1-carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,[H][C@@](N=C(O)C(CS)N=C(O)CCCC(N)C(O)=O)(C(C)=C)C(O)=O
"n6-(2,5-dimethoxy-benzyl)-n6-methyl-pyrido[2,3-d]pyrimidine-2,4,6-triamine","N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1
4-(hydroxymethyl)benzamidine,4-(Hydroxymethyl)Benzamidine,NC(=N)C1=CC=C(CO)C=C1
"4,7-dimethyl-[1,10]phenanthroline","4,7-Dimethyl-[1,10]Phenanthroline",CC1=CC=NC2=C3N=CC=C(C)C3=CC=C12
coleonolk,Colforsin,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C
colforsine,Colforsin,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C
colforsinum,Colforsin,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C
colforsin,Colforsin,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C
forskolin,Colforsin,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C
"7β-acetoxy-8,13-epoxy-1α,6β,9α-trihydroxylabd-14-en-11-one",Colforsin,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C
colforsina,Colforsin,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C
"(2r)-2-[(1r)-1-{[(2s)-2-carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2h-1,3-oxazine-4-carboxylic acid","(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",COC(NC(=O)[C@@H](C(O)=O)C1=CC=C(O)C=C1)(C=O)[C@H]1OCC(=C)C(=N1)C(O)=O
se-ethyl-isoselenourea,Se-Ethyl-Isoselenourea,CC[Se]C(N)=N
α-abequopyranose,Abequose,[H][C@@]1(O)C[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])C
abequose,Abequose,[H][C@@]1(O)C[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])C
alpha-abequopyranose,Abequose,[H][C@@]1(O)C[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])C
"3,6-dideoxy-α-d-xylo-hexopyranose",Abequose,[H][C@@]1(O)C[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])C
"5,6-dimethylbenzimidazole","5,6-Dimethylbenzimidazole",CC1=CC2=C(C=C1C)N=CN2
carbaphosphonate,Carbaphosphonate,[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CP(O)(O)=O)[C@@]1([H])O)C(O)=O
"7,8-dihydroxy-1-methoxy-3-methyl-10-oxo-4,10-dihydro-1h,3h-pyrano[4,3-b]chromene-9-carboxylic acid","7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",[H][C@]1(C)CC2=C(C(=O)C3=C(O2)C=C(O)C(O)=C3C(O)=O)[C@]([H])(OC)O1
4-amino-1-(2-deoxy-.beta.-d-erythro-pentofuranosyl)-2(1h)-pyrimidinone,2'-Deoxycytidine,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
1-(2-deoxy-.beta.-d-ribofuranosyl)cytosine,2'-Deoxycytidine,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
deoxyribose cytidine,2'-Deoxycytidine,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
dc,2'-Deoxycytidine,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
dcyd,2'-Deoxycytidine,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
2'-deoxycytidine,2'-Deoxycytidine,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
"(2r,3s,5s)-2-(hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-o-sulfo-beta-d-glucopyranoside","(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",[H]N(CCS(O)(=O)=O)C(=O)[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@H](O)[C@H]2N([H])C(C)=O)[C@@H](CO)[N+]1([H])[H]
"alpha,beta-methylene atp","alpha,beta-Methyleneadenosine 5'-triphosphate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
"alpha,beta-meatp","alpha,beta-Methyleneadenosine 5'-triphosphate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
"adenosine 5'-[α,β-methylene]triphosphate","alpha,beta-Methyleneadenosine 5'-triphosphate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
"alpha,beta-methyleneadenosine 5'-triphosphate","alpha,beta-Methyleneadenosine 5'-triphosphate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
"adenosine 5'-[alpha,beta-methylene]triphosphate","alpha,beta-Methyleneadenosine 5'-triphosphate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
"[2(r,s)-2-sulfanylheptanoyl]-phe-ala","[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@@]([H])(S)CCCCC)C(O)=O
"n-alpha-acetyl-3,5-diiodotyrosylglycine","N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",CC(=O)N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(=O)NCC(O)=O
"2,6-diamino-8-propylsulfanylmethyl-3h-quinazoline-4-one","2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",CCCSCC1=CC(N)=CC2=C1N=C(N)NC2=O
oseltamivir free acid,Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O
oseltamivir acid,Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O
oseltamivir carboxylate,Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O
p-hydroxyphenylglycine,4-Hydroxyphenylglycine,NC(C(O)=O)C1=CC=C(O)C=C1
(+/-)-alpha-amino-4-hydroxybenzeneacetic acid,4-Hydroxyphenylglycine,NC(C(O)=O)C1=CC=C(O)C=C1
4-hydroxyphenylglycine,4-Hydroxyphenylglycine,NC(C(O)=O)C1=CC=C(O)C=C1
(rs)-2-(4-hydroxyphenyl)glycine,4-Hydroxyphenylglycine,NC(C(O)=O)C1=CC=C(O)C=C1
dl-p-hydroxyphenylglycine,4-Hydroxyphenylglycine,NC(C(O)=O)C1=CC=C(O)C=C1
al7182,AL7182,COC1=CC(=CC=C1)N1CCC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O
1-amino-6-cyclohex-3-enylmethyloxypurine,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,NC1=NC(OCC2CCCCC2)=C2N=CNC2=C1
2-deoxy-glucose-6-phosphate,2-Deoxy-Glucose-6-Phosphate,O[C@H]1C[C@@H](O)[C@H](O)[C@@H](COP(O)(O)=O)O1
2-butanol,2-Butanol,CC[C@@H](C)O
adenosine phosphonoacetic acid,Adenosine Phosphonoacetic Acid,[H][C@]1(COC(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
"n-[(1r,2r)-1,3-dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide","N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",[H]N([C@H](CO)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O)C(C)=O
4-hydroxy-l-threonine-5-monophosphate,4-Hydroxy-L-Threonine-5-Monophosphate,N[C@@H]([C@H](O)COP(O)(O)=O)C(O)=O
"n-(2,3,4,5,6-pentaflouro-benzyl)-4-sulfamoyl-benzamide","N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C(F)=C1F
balanol analog 1,Balanol Analog 1,[H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(O)C=C1)NC(=O)C1=CC=C(O)C=C1
"n,n-dimethyl-1-decanamine-n-oxide",Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-]
decylamine oxide,Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-]
decyl dimethyl amine oxide,Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-]
"decylamine-n,n-dimethyl-n-oxide",Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-]
"n,n-dimethyldecylamine n-oxide",Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-]
capric dimethyl amine oxide,Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-]
"n,n-dimethyldecylamine oxide",Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-]
1(r)-1-acetamido-2-(3-carboxyphenyl)ethyl boronic acid,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,[H][C@@](CC1=CC=CC(=C1)C(O)=O)(NC(C)=O)B(O)O
compound 19,Compound 19,[H][C@@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)N1CCCC1
fr117016,FR117016,NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1
"1-(n-imidazolyl)-2-hydroxy-2-(2,3-dichlorophenyl)octane","1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",CCCCCC[C@](O)(CN1C=CN=C1)C1=CC=C(Cl)C=C1Cl
ethyl dimethyl ammonio propane sulfonate,Ethyl Dimethyl Ammonio Propane Sulfonate,CC[N+](C)(C)CCCS([O-])(=O)=O
12-bromo-1-dodecanol,12-Bromo-1-dodecanol,[H]OCCCCCCCCCCCCBr
3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,CC(=O)NCCSSCCNC(=O)C1CCC(CC1)NC(=O)C1=NC=CN=C1C(O)=O
lata,Latrunculin A,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/C=C/CC\C(C)=C/C(=O)O2)O1
"(4r)-4-[(1r,4z,8e,10z,12s,15r,17r)-17-hydroxy-5,12-dimethyl-3-oxo-2,16-dioxabicyclo[13.3.1]nonadeca-4,8,10-trien-17-yl]-1,3-thiazolidin-2-one",Latrunculin A,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/C=C/CC\C(C)=C/C(=O)O2)O1
latrunculin a,Latrunculin A,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/C=C/CC\C(C)=C/C(=O)O2)O1
lat-a,Latrunculin A,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/C=C/CC\C(C)=C/C(=O)O2)O1
(+)-latrunculin a,Latrunculin A,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/C=C/CC\C(C)=C/C(=O)O2)O1
2-(oxalyl-amino)-benzoic acid,2-(Oxalyl-Amino)-Benzoic Acid,OC(=O)C(=O)NC1=C(C=CC=C1)C(O)=O
aminophosphonic acid-guanylate ester,Aminophosphonic acid-guanylate ester,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)N([H])[H])[C@@H](O)[C@H]1O
homoserine lactone,Homoserine Lactone,N[C@@H]1CCOC1=O
(2r)-2-{[formyl(hydroxy)amino]methyl}hexanoic acid,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,[H][C@@](CCCC)(CN(O)C=O)C(O)=O
phenylferricrocin-iron,Phenylferricrocin-iron,[Fe].CC(=O)N(O)CCC[C@@H]1NC(=O)CNC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CNC(=O)[C@H](CCCN(O)C(C)=O)NC(=O)[C@H](CCCN(O)C(C)=O)NC1=O
"4,4'-biphenyldiboronic acid","4,4'-Biphenyldiboronic Acid",OB(O)C1=CC=C(C=C1)C1=CC=C(C=C1)B(O)O
"1-[3,3-dimethyl-2-(2-methylamino-propionylamino)-butyryl]-pyrrolidine-2-carboxylic acid(1,2,3,4-tetrahydro-naphthalen-1-yl)-amide","1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",[H][C@@](C)(NC)C(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(=O)N[C@]1([H])CCCC2=C1C=CC=C2)C(C)(C)C
inhibitor bea403,"N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",O[C@H]([C@@H](O)[C@@H](OCC1=C(F)C=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12)[C@@H](OCC1=CC=CC=C1F)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2
"n,n-[2,5-o-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]","N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",O[C@H]([C@@H](O)[C@@H](OCC1=C(F)C=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12)[C@@H](OCC1=CC=CC=C1F)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2
xylitol 5-phosphate,L-xylitol 5-phosphate,OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O
l-xylitol 5-phosphate,L-xylitol 5-phosphate,OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O
xylitol 5-p,L-xylitol 5-phosphate,OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O
1-o-[p-nitrophenyl]-beta-d-galactopyranose,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
4-nitrophenyl-β-d-galactopyranoside,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
p-nitrophenyl-beta-d-galactoside,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
4-nitrophenyl-β-d-galactoside,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
1-o-(4-nitrophenyl)-β-d-galactopyranose,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
1-o-(4-nitrophenyl)-β-d-galactose,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
1-o-(p-nitrophenyl)-β-d-galactopyranose,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
4-nitrophenyl-beta-d-galactopyranoside,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
p-nitrophenyl beta-d-galactopyranoside,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
4-nitrophenylgalactoside,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
4-nitrophenyl-beta-d-galactoside,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
1-o-(p-nitrophenyl)-β-d-galactose,4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
cibacron blue,Cibacron Blue,NC1=C(C=C(NC2=CC=C(NC3=NC(Cl)=NC(NC4=CC=CC=C4S(O)(=O)=O)=N3)C(=C2)S(O)(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S(O)(=O)=O
n-[o-phosphono-pyridoxyl]-isoleucine,N-[O-Phosphono-Pyridoxyl]-Isoleucine,[H][C@](C)(CC)[C@@]([H])(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O
"9-hydroxy-8-methoxy-6-nitro-phenanthrol[3,4-d][1,3]dioxole-5-carboxylic acid","9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",COC1=C(O)C=CC2=C1C=C(C1=C2C2=C(OCO2)C=C1C(O)=O)[N+]([O-])=O
oxaloacetate ion,Oxaloacetate Ion,OC(=O)C(=O)CC([O-])=O
terlipressina,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
terlipressinum,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
terlipressine,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
terlipresina,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
lucassin,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
