name_lower,name,smiles
terlipressin,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
teripress,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
glypressin,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
4-methylumbelliferyl a-d-glucopyranoside,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,CC1=CC(=O)OC2=C1C=CC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C2
7-(alpha-d-glucopyranosyloxy)-4-methyl-2h-1-benzopyran-2-one,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,CC1=CC(=O)OC2=C1C=CC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C2
4-methylumbelliferyl α-d-glucoside,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,CC1=CC(=O)OC2=C1C=CC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C2
7-(α-d-glucopyranosyloxy)-4-methyl-2h-1-benzopyran-2-one,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,CC1=CC(=O)OC2=C1C=CC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C2
flisint,Fumagillin,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O
fumagilina,Fumagillin,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O
fugillin,Fumagillin,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O
fumagillin,Fumagillin,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O
furnidil,Fumagillin,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O
heptanamide,Heptanamide,CCCCCCC(N)=O
[[n-(benzyloxycarbonyl)amino]methyl]phosphate,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,OP(O)(=O)CNC(=O)OCC1=CC=CC=C1
"n-dodecyl-n,n-dimethyl-3-ammonio-1-propanesulfonate","N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",CCCCCCCCCCCC[N+](C)(C)CCCS(O)(=O)=O
n-omega-propyl-l-arginine,N-omega-propyl-L-arginine,[H]N([H])[C@@H](CCCN([H])C(\N([H])[H])=[N+](/[H])CCC)C(O)=O
"3,4-epoxybutyl-alpha-d-glucopyranoside","3,4-Epoxybutyl-Alpha-D-Glucopyranoside",[H][C@]1(CCO[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)CO1
nitrosoethane,Nitrosoethane,CCN=O
n-(5-cyclopropyl-1h-pyrazol-3-yl)benzamide,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,O=C(NC1=CC(=NN1)C1CC1)C1=CC=CC=C1
(3-carboxy-2-(r)-hydroxy-propyl)-trimethyl-ammonium,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,C[N+](C)(C)C[C@H](O)CC(O)=O
3-amino-3-oxopropanoic acid,3-Amino-3-Oxopropanoic Acid,NC(=O)CC(O)=O
anhydrous chloral,Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl
trichloroethanal,Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl
chloral,Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl
trichloroacetaldehyde,Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl
"2,2,2-trichloroacetaldehyde",Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl
tri-chloro-acetaldehyde,Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl
trichloroacetaldehyd,Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl
"{[2-(1h-1,2,3-benzotriazol-1-yl)-2-(3,4-difluorophenyl)propane-1,3-diyl]bis[4,1-phenylene(difluoromethylene)]}bis(phosphonic acid)","{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",OP(O)(=O)C(F)(F)C1=CC=C(CC(CC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)(N2N=NC3=C2C=CC=C3)C2=CC=C(F)C(F)=C2)C=C1
l-[(n-hydroxyamino)carbonyl]phenylalanine,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,[H]N(O)C(=O)N([H])[C@@H](CC1=CC=CC=C1)C(O)=O
6-hydroxy-fad,6-hydroxy-FAD,CC1=CC2=C(N=C3C(=O)NC(=O)N=C3N2C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)C(O)=C1C
6-ho-fad,6-hydroxy-FAD,CC1=CC2=C(N=C3C(=O)NC(=O)N=C3N2C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)C(O)=C1C
6-hydroxy-flavin-adenine dinucleotide,6-hydroxy-FAD,CC1=CC2=C(N=C3C(=O)NC(=O)N=C3N2C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)C(O)=C1C
6-hydroxyflavine-adenine dinucleotide,6-hydroxy-FAD,CC1=CC2=C(N=C3C(=O)NC(=O)N=C3N2C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)C(O)=C1C
6-hydroxyflavin-adenine dinucleotide,6-hydroxy-FAD,CC1=CC2=C(N=C3C(=O)NC(=O)N=C3N2C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)C(O)=C1C
d-aspartic acid,D-Aspartic Acid,N[C@H](CC(O)=O)C(O)=O
2-(4-morpholinyl)-8-phenyl-4h-1-benzopyran-4-one,LY-294002,O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1
ly-294002,LY-294002,O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1
glucosamine 6-phosphate,Glucosamine 6-Phosphate,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-d-allopyranoside","2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",[H][C@]1(CO)O[C@@]([H])(OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)[C@]([H])(F)[C@@]([H])(O)[C@]1([H])O
cholic acid,Cholic Acid,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
filaminast,Filaminast,COC1=CC=C(C=C1OC1CCCC1)C(\C)=N\OC(N)=O
"adenosine-5'-diphosphate-2',3'-vanadate","Adenosine-5'-diphosphate-2',3'-vanadate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H]2O[V](=O)(=O)O[C@H]12
novo nordisk a/s compound,Novo Nordisk a/S Compound,OC(=O)C(=O)NC1=C(C=C(I)C=C1)C(O)=O
2-amino-4-(hydroxymethyl-phosphinyl)butanoic acid,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,C[P@@](O)(=O)CC[C@@H](N)C(O)=O
1-butane boronic acid,1-Butane Boronic Acid,CCCCB(O)O
"(1r,2s)-tranylcypromine(1+)","(1R,2S)-2-Phenylcyclopropanaminium",[NH3+][C@@H]1C[C@H]1C1=CC=CC=C1
"(1r,2s)-2-phenylcyclopropanaminium","(1R,2S)-2-Phenylcyclopropanaminium",[NH3+][C@@H]1C[C@H]1C1=CC=CC=C1
(c8-r)-hydantocidin 5'-phosphate,(C8-R)-hydantocidin 5'-phosphate,[H]N1C(=O)N(CCC[C@@H](N(O)CO)C(O)=O)C(=O)[C@]11O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
5-methoxybenzimidazole vitamin b12,Factor IIIm,COC1=CC=C2N(C=NC2=C1)[C@H]1O[C@H](CO)[C@@H](O[P@]([OH-])(=O)O[C@H](C)CNC(=O)CC[C@]2(C)[C@@H](CC(N)=O)C3=[N+]4C2=C(C)C2=[N+]5C(=CC6=[N+]7C(=C(C)C8=[N+]([C@]3(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co@@]457)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O)[C@H]1O
vitamin b 12 factor iiim,Factor IIIm,COC1=CC=C2N(C=NC2=C1)[C@H]1O[C@H](CO)[C@@H](O[P@]([OH-])(=O)O[C@H](C)CNC(=O)CC[C@]2(C)[C@@H](CC(N)=O)C3=[N+]4C2=C(C)C2=[N+]5C(=CC6=[N+]7C(=C(C)C8=[N+]([C@]3(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co@@]457)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O)[C@H]1O
5-methoxybenzimidazolylcobalamin,Factor IIIm,COC1=CC=C2N(C=NC2=C1)[C@H]1O[C@H](CO)[C@@H](O[P@]([OH-])(=O)O[C@H](C)CNC(=O)CC[C@]2(C)[C@@H](CC(N)=O)C3=[N+]4C2=C(C)C2=[N+]5C(=CC6=[N+]7C(=C(C)C8=[N+]([C@]3(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co@@]457)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O)[C@H]1O
cyano-5-methoxybenzimidazolylcobamide,Factor IIIm,COC1=CC=C2N(C=NC2=C1)[C@H]1O[C@H](CO)[C@@H](O[P@]([OH-])(=O)O[C@H](C)CNC(=O)CC[C@]2(C)[C@@H](CC(N)=O)C3=[N+]4C2=C(C)C2=[N+]5C(=CC6=[N+]7C(=C(C)C8=[N+]([C@]3(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co@@]457)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O)[C@H]1O
factor iiim,Factor IIIm,COC1=CC=C2N(C=NC2=C1)[C@H]1O[C@H](CO)[C@@H](O[P@]([OH-])(=O)O[C@H](C)CNC(=O)CC[C@]2(C)[C@@H](CC(N)=O)C3=[N+]4C2=C(C)C2=[N+]5C(=CC6=[N+]7C(=C(C)C8=[N+]([C@]3(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co@@]457)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O)[C@H]1O
je-2147,JE-2147,CC1=CC=CC=C1CNC(=O)[C@H]1N(CSC1(C)C)C(=O)[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=CC(O)=C1C
rb106,RB106,[H][C@](S)(CC1=CC=CC=C1)C(=O)NCC(=O)N1[C@@]([H])(CC[C@]1([H])C1=CC=CC=C1)C(O)=O
4-deoxy-alpha-d-glucose,4-Deoxy-Alpha-D-Glucose,[H][C@]1(O)C[C@@]([H])(CO)O[C@]([H])(O)[C@]1([H])O
1-methylimidazole,1-Methylimidazole,CN1C=C[NH+]=C1
"(4as,6r,8as)-11-[8-(1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4ah-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium","(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",COC1=CC=C2C=[N+](CCCCCCCCN3C(=O)C4=C(C=CC=C4)C3=O)CC[C@@]34C=C[C@H](O)C[C@@H]3OC1=C24
"4-(2-oxo-hexahydro-thieno[3,4-d]imidazol-4-yl)-butyricacid","4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",[H][C@]12CS[C@@]([H])(CCCC(O)=O)[C@@]1([H])NC(=O)N2
(4-hydroxymaltosephenyl)glycine,(4-Hydroxymaltosephenyl)Glycine,[H][C@@](N)(C(O)=O)C1=CC=C(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)C=C1
"2-[3-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-propylamino]-2-hydroxymethyl-propane-1,3-diol","2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",OCC(CO)(CO)NCCCNC(CO)(CO)CO
d-naphthyl-1-acetamido boronic acid alanine,D-naphthyl-1-acetamido boronic acid alanine,CC(=O)N[C@H](CC1=CC=CC2=C1C=CC=C2)[B-](O)(O)OC[C@H](N)C(O)=O
2-amino-2-deoxy-β-d-galactopyranose,beta-D-Galactosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
2-amino-2-deoxy-beta-d-galactopyranose,beta-D-Galactosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
β-d-galactosamine,beta-D-Galactosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
β-galactosylamine,beta-D-Galactosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
beta-d-galactosamine,beta-D-Galactosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
2-deoxy-2-aminogalactose,beta-D-Galactosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
cyanamide,Cyanamide,NC#N
"2,4-dinitrobenzene","1,3-Dinitrobenzene",[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O
m-dnb,"1,3-Dinitrobenzene",[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O
m-dinitrobenzene,"1,3-Dinitrobenzene",[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O
"1,3-dinitrobenzene","1,3-Dinitrobenzene",[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O
"1,3-dinitro-benzene","1,3-Dinitrobenzene",[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O
meta-dinitrobenzene,"1,3-Dinitrobenzene",[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O
"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium","2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",[O-][V](=O)[O+]([V](=O)O[V](=O)(=O)O[V](=O)(=O)[O+]([V]([O-])=O)[V](=O)(=O)=O)[V](=O)(=O)=O
inhibitor bea428,Inhibitor Bea428,[H][C@@](O)([C@@]([H])(O)[C@@]([H])(OCC1=CC=C(C=C1)C1=CN=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NC)[C@@]([H])(OCC1=CC=C(C=C1)C1=CN=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NC
5'-o-(l-cysteinylsulfamoyl)adenosine,5'-O-(L-Cysteinylsulfamoyl)adenosine,[H]N([H])[C@@H](CS)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H]
5'-o-(n-(l-cysteinyl)-sulfamoyl)adenosine,5'-O-(L-Cysteinylsulfamoyl)adenosine,[H]N([H])[C@@H](CS)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H]
3-methylphenylalanine,3-Methylphenylalanine,CC1=CC=CC(C[C@H](N)C(O)=O)=C1
undecyl-beta-d-maltopyranoside,Undecyl-Beta-D-Maltopyranoside,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@]([H])(OCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O
"2,3-didehydroalanine","2,3-Didehydroalanine",NC(=C)C(O)=O
s-{2-[amino(dihydroxy)-lambda~4~-sulfanyl]ethyl}-d-cysteine,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,[H][C@](N)(CSCCS(N)(=O)=O)C(O)=O
nu1025,NU1025,CC1=NC2=C(C=CC=C2O)C(=O)N1
glycocholic acid,Glycocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCC([O-])=O
n-choloylglycine,Glycocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCC([O-])=O
oxidized dithiothreitol,"(4S,5S)-1,2-dithiane-4,5-diol",[H][C@@]1(O)CSSC[C@@]1([H])O
"(4s,5s)-1,2-dithiane-4,5-diol","(4S,5S)-1,2-dithiane-4,5-diol",[H][C@@]1(O)CSSC[C@@]1([H])O
pantoyl adenylate,Pantoyl Adenylate,[H][C@](O)(C(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C(C)(C)CO
o1-pentyl-mannose,O1-Pentyl-Mannose,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OCCCCC)[C@@]1([H])O
"6-aminohexyl-uridine-c1,5'-diphosphate","6-Aminohexyl-uridine-C1,5'-diphosphate",[H]N([H])CCCCCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)N([H])C1=O
hydroxyaminovaline,Hydroxyaminovaline,CC(C)[C@@H](N)C(=O)NO
"n-(m-trifluoromethylphenyl) phenoxazine-4,6-dicarboxylic acid","N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",OC(=O)C1=CC=CC2=C1OC1=C(C=CC=C1C(O)=O)N2C1=CC(=CC=C1)C(F)(F)F
4-oxoretinol,4-Oxoretinol,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)C(=O)CCC1(C)C
3-deoxy-d-glucosamine,3-Deoxy-D-Glucosamine,[H][C@@]1(N)C[C@]([H])(O)[C@@]([H])(CO)O[C@]1([H])O
nicotinic amide,Nicotinamide,NC(=O)C1=CC=CN=C1
nicotinic acid amide,Nicotinamide,NC(=O)C1=CC=CN=C1
nicotinamidum,Nicotinamide,NC(=O)C1=CC=CN=C1
3-pyridinecarboxamide,Nicotinamide,NC(=O)C1=CC=CN=C1
nicotinamide,Nicotinamide,NC(=O)C1=CC=CN=C1
nicotinamida,Nicotinamide,NC(=O)C1=CC=CN=C1
β-pyridinecarboxamide,Nicotinamide,NC(=O)C1=CC=CN=C1
niacinamide,Nicotinamide,NC(=O)C1=CC=CN=C1
xv638,XV638,[H][C@]1(CC2=CC=CC=C2)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)C(=O)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)[C@]([H])(CC2=CC=CC=C2)[C@]([H])(O)[C@@]1([H])O
fucidate,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
fusidic acid,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
fucidin acid,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
ramycin,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
acide fusidique,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
fusidate,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
acido fusidico,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
fusidine,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
fudic,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
taksta,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
fucidine,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
acidum fusidicum,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
diol-based hiv-1 protease inhibitor 4,"(2R,3R,4R,5R)-3,4-Dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",O[C@@H]([C@H](O)[C@@H](CCC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2)[C@@H](CCC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2
"(2r,3r,4r,5r)-3,4-dihydroxy-n,n'-bis[(1s,2r)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide","(2R,3R,4R,5R)-3,4-Dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",O[C@@H]([C@H](O)[C@@H](CCC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2)[C@@H](CCC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2
"6-[n-(1-isopropyl-1,2,3,4-tetrahydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine","6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",[H][C@]1(NCCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2)C(C)C
mercaptocarboxylate inhibitor,Mercaptocarboxylate Inhibitor,[H][C@](CS)(CCC1=CC=CC=C1)C(=O)N=C(C(O)=O)C1=CC=C(CN2C=NN=N2)S1
pentyl trihydrogen diphosphate,Pentyl Trihydrogen Diphosphate,CCCCCO[P@](O)(=O)OP(O)(O)=O
"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol",Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
"3,4',5-trihydroxy-trans-stilbene",Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
trans-resveratrol,Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
"3,4',5-trihydroxystilbene",Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
(e)-resveratrol,Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
"5-[(e)-2-(4-hydroxyphenyl)vinyl]benzene-1,3-diol",Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
"3,5,4'-trihydroxystilbene",Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
